Timestamp,CPU Usage (%),Memory Usage (%),GPU Usage (%)
2024-10-03 18:06:09,0.3,58.3,0.0
2024-10-03 18:06:12,0.1,58.1,0.0
2024-10-03 18:06:16,0.3,58.0,0.0
2024-10-03 18:06:19,0.0,58.0,0.0
2024-10-03 18:06:23,0.1,57.1,0.0
2024-10-03 18:06:26,0.0,57.1,0.0
2024-10-03 18:06:30,0.0,57.1,0.0
2024-10-03 18:06:33,0.1,57.1,0.0
2024-10-03 18:06:37,0.1,57.0,0.0
